"[35, 123, 112, 52, 55, 55]","[34, 115, 104, 45, 54, 44]","[32, 111, 103, 43, 43, 40]","[25, 102, 101, 34, 35, 35]","[22, 54, 54, 30, 33, 31]","[20, 52, 51, 21, 30, 24]","[13, 45, 42, 15, 24, 21]","[12, 41, 34, 13, 20, 14]","[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[40, 122, 101, 102, 101, 54]","[31, 111, 53, 101, 54, 52]","[25, 100, 51, 54, 52, 44]","[22, 53, 44, 53, 44, 35]","[21, 52, 41, 45, 35, 31]","[20, 44, 34, 42, 32, 23]","[14, 43, 25, 34, 23, 22]","[13, 41, 20, 30, 15, 20]","[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[40, 125, 115, 53, 51, 52]","[34, 120, 112, 51, 45, 42]","[32, 111, 104, 45, 41, 35]","[30, 101, 102, 42, 33, 32]","[22, 53, 54, 33, 31, 31]","[21, 50, 51, 23, 25, 24]","[15, 43, 42, 21, 23, 20]","[13, 40, 33, 14, 20, 14]","[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[41, 124, 120, 53, 52, 50]","[34, 120, 112, 51, 45, 42]","[32, 111, 104, 45, 41, 35]","[30, 101, 102, 42, 33, 32]","[22, 53, 54, 33, 31, 31]","[21, 50, 51, 23, 25, 24]","[15, 43, 42, 21, 23, 20]","[13, 40, 33, 14, 20, 14]","[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[42, 114, 100, 102, 102, 100]","[31, 103, 52, 101, 55, 55]","[24, 54, 50, 54, 54, 45]","[22, 53, 44, 53, 44, 35]","[21, 52, 41, 45, 35, 31]","[20, 44, 34, 42, 32, 23]","[14, 43, 25, 34, 23, 22]","[13, 41, 20, 30, 15, 20]","[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[42, 115, 54, 102, 102, 101]","[34, 104, 50, 101, 55, 54]","[30, 100, 45, 55, 51, 45]","[22, 53, 44, 53, 44, 35]","[21, 52, 41, 45, 35, 31]","[20, 44, 34, 42, 32, 23]","[14, 43, 25, 34, 23, 22]","[13, 41, 20, 30, 15, 20]","[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[42, 120, 100, 103, 100, 55]","[31, 111, 53, 101, 54, 52]","[25, 100, 51, 54, 52, 44]","[22, 53, 44, 53, 44, 35]","[21, 52, 41, 45, 35, 31]","[20, 44, 34, 42, 32, 23]","[14, 43, 25, 34, 23, 22]","[13, 41, 20, 30, 15, 20]","[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[42, 124, 114, 53, 53, 50]","[40, 120, 111, 50, 45, 42]","[32, 111, 104, 45, 41, 35]","[30, 101, 102, 42, 33, 32]","[22, 53, 54, 33, 31, 31]","[21, 50, 51, 23, 25, 24]","[15, 43, 42, 21, 23, 20]","[13, 40, 33, 14, 20, 14]","[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[43, 114, 52, 104, 103, 100]","[34, 104, 50, 101, 55, 54]","[30, 100, 45, 55, 51, 45]","[22, 53, 44, 53, 44, 35]","[21, 52, 41, 45, 35, 31]","[20, 44, 34, 42, 32, 23]","[14, 43, 25, 34, 23, 22]","[13, 41, 20, 30, 15, 20]","[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[44, 113, 54, 105, 102, 54]","[41, 104, 52, 103, 53, 50]","[33, 100, 50, 100, 50, 42]","[22, 53, 44, 53, 44, 35]","[21, 52, 41, 45, 35, 31]","[20, 44, 34, 42, 32, 23]","[14, 43, 25, 34, 23, 22]","[13, 41, 20, 30, 15, 20]","[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[44, 114, 53, 105, 101, 55]","[41, 104, 52, 103, 53, 50]","[33, 100, 50, 100, 50, 42]","[22, 53, 44, 53, 44, 35]","[21, 52, 41, 45, 35, 31]","[20, 44, 34, 42, 32, 23]","[14, 43, 25, 34, 23, 22]","[13, 41, 20, 30, 15, 20]","[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[44, 120, 54, 101, 53, 104]","[40, 111, 52, 55, 44, 101]","[33, 101, 50, 54, 40, 53]","[25, 54, 45, 50, 33, 45]","[23, 53, 43, 43, 25, 35]","[22, 52, 40, 33, 22, 31]","[20, 50, 30, 25, 20, 25]","[11, 45, 21, 23, 15, 21]","[10, 35, 13, 21, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
